title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,Language
Aggretsuko,SHOW,2018,TV-14,16,"['animation', 'music', 'romance', 'comedy', 'drama']",['JP'],4.0,tt8019444,8.0,6005.0,Japanese
Immortals,SHOW,2018,TV-MA,28,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'music']",['TR'],1.0,tt8063174,5.4,3087.0,Turkish
On My Block,SHOW,2018,TV-14,29,"['comedy', 'drama']",['US'],4.0,tt7879820,7.9,15642.0,English
Sunderland 'Til I Die,SHOW,2018,TV-MA,41,"['documentation', 'sport']",['GB'],2.0,tt8914684,8.1,7943.0,English
Gypsy,SHOW,2017,TV-MA,59,"['drama', 'thriller']",['US'],1.0,tt5503718,6.8,16133.0,English
Alexa & Katie,SHOW,2018,TV-Y7,25,"['comedy', 'drama']",['US'],4.0,tt6916746,7.4,4687.0,English
Life Sentence,SHOW,2018,TV-14,42,"['drama', 'comedy']",['US'],1.0,tt6088922,6.4,3855.0,English
Cry Babies Magic Tears,SHOW,2018,TV-Y,12,"['animation', 'family']",['FR'],2.0,tt11067738,4.8,36.0,N/A
She's Gotta Have It,SHOW,2017,TV-MA,32,['comedy'],['US'],2.0,tt0196291,6.8,4624.0,N/A
The Toys That Made Us,SHOW,2017,TV-14,45,"['documentation', 'comedy', 'history']",['US'],3.0,tt7053920,8.0,5545.0,English
The Standups,SHOW,2017,TV-MA,30,['comedy'],['US'],3.0,tt15250768,6.6,1225.0,English
Baby,SHOW,2018,TV-MA,45,['drama'],['IT'],3.0,tt7645192,6.8,10990.0,Italian
Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,2018,TV-MA,45,['crime'],['US'],1.0,tt6233618,7.8,7651.0,English
Disjointed,SHOW,2017,TV-MA,27,['comedy'],['US'],2.0,tt5884792,6.8,9980.0,"Mandarin, English"
Spirit: Riding Free,SHOW,2017,TV-Y7,23,"['action', 'animation', 'comedy', 'drama', 'family', 'western', 'documentation']",['US'],11.0,tt11942070,6.6,993.0,English
White Gold,SHOW,2017,TV-MA,29,"['comedy', 'european']",['GB'],2.0,tt6010920,7.4,10981.0,English
Voice,SHOW,2017,TV-14,63,"['crime', 'thriller', 'action']",['KR'],4.0,tt6212854,7.5,1949.0,Korean
The Good Cop,SHOW,2018,TV-PG,49,"['comedy', 'drama', 'crime', 'documentation']",['US'],1.0,tt7183074,6.9,5620.0,English
Record of Grancrest War,SHOW,2018,TV-14,24,"['scifi', 'action', 'fantasy', 'war', 'animation']",['JP'],1.0,tt7897050,7.1,893.0,Japanese
Hitler's Circle of Evil,SHOW,2018,TV-14,52,"['documentation', 'war', 'history']",['GB'],1.0,tt6600720,8.0,4241.0,English
Rotten,SHOW,2018,TV-MA,56,['documentation'],['US'],2.0,tt7763662,7.2,3675.0,English
Because This Is My First Life,SHOW,2017,TV-14,56,"['comedy', 'drama', 'romance']",['KR'],1.0,tt7278588,8.2,4168.0,Korean
Abby Hatcher,SHOW,2018,TV-Y,20,"['fantasy', 'animation', 'comedy', 'family']",['US'],3.0,tt9433014,6.1,163.0,English
Unauthorized Living,SHOW,2018,TV-MA,76,['drama'],['ES'],2.0,tt6970700,7.4,4555.0,Spanish
LEGO Friends: Girls on a Mission,SHOW,2018,TV-Y,11,['animation'],"['DK', 'US']",4.0,tt9327146,7.7,106.0,English
Tabula Rasa,SHOW,2017,TV-MA,52,"['drama', 'horror', 'thriller', 'european']",['BE'],1.0,tt5197860,8.0,10161.0,Dutch
Murder Mountain,SHOW,2018,TV-MA,49,"['crime', 'documentation']",['US'],1.0,tt9078908,6.8,3045.0,English
SKY Castle,SHOW,2018,TV-MA,68,['drama'],['KR'],1.0,tt9151274,8.6,2835.0,Korean
Sisters,SHOW,2017,TV-14,36,"['drama', 'comedy']",['AU'],1.0,tt8453436,7.5,1729.0,English
Suburra: Blood on Rome,SHOW,2017,TV-MA,48,"['crime', 'action', 'european']",['IT'],3.0,tt7197684,7.9,14346.0,Italian
Just Between Lovers,SHOW,2017,TV-14,73,"['drama', 'romance']",['KR'],1.0,tt7521898,8.2,1872.0,Korean
The Epic Tales of Captain Underpants,SHOW,2018,TV-Y7,24,"['animation', 'comedy', 'family', 'action']",['US'],4.0,tt7741830,6.7,879.0,English
Ugly Delicious,SHOW,2018,TV-MA,51,['documentation'],['US'],2.0,tt7907916,7.8,3505.0,English
The House of Flowers,SHOW,2018,TV-MA,31,"['drama', 'comedy']",['MX'],3.0,tt8387348,7.6,7722.0,Spanish
Somewhere Between,SHOW,2017,TV-14,42,"['crime', 'drama', 'scifi', 'thriller']",['US'],1.0,tt6467294,6.2,5746.0,English
Hot Date,SHOW,2017,TV-MA,19,['comedy'],['US'],2.0,tt7603386,7.1,616.0,English
Lawless Lawyer,SHOW,2018,TV-14,64,"['action', 'crime', 'drama', 'thriller']",['KR'],1.0,tt8160178,7.7,1572.0,Korean
Welcome to the Family,SHOW,2018,TV-MA,48,['comedy'],['ES'],2.0,tt7490342,6.6,442.0,Catalan
Llama Llama,SHOW,2018,TV-Y,15,"['animation', 'family']",['US'],2.0,tt4781350,6.5,270.0,N/A
Borderliner,SHOW,2017,TV-MA,49,"['drama', 'thriller', 'crime', 'history', 'war', 'documentation']",['NO'],1.0,tt0332902,6.8,3999.0,Danish
A Korean Odyssey,SHOW,2017,TV-MA,75,"['comedy', 'romance', 'fantasy', 'horror']",['KR'],1.0,tt7099334,8.0,4535.0,Korean
Power Rangers Ninja Steel,SHOW,2017,TV-Y7,24,"['action', 'scifi', 'thriller', 'drama']",['US'],2.0,tt5335606,6.1,862.0,English
Cloudy with a Chance of Meatballs,SHOW,2017,TV-Y7,11,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",['CA'],2.0,tt4123482,3.4,750.0,English
Man Like Mobeen,SHOW,2017,TV-MA,22,['comedy'],['GB'],3.0,tt7639280,8.0,2664.0,English
Granblue Fantasy: The Animation,SHOW,2017,TV-14,23,"['scifi', 'animation', 'fantasy']",['JP'],2.0,tt6138612,6.4,391.0,Japanese
Meteor Garden,SHOW,2018,TV-14,45,"['comedy', 'family', 'drama', 'romance']",['CN'],1.0,tt8690890,7.9,3921.0,Mandarin
Wolf,SHOW,2018,TV-MA,80,"['war', 'drama', 'action', 'thriller']",['TR'],1.0,tt7146600,8.1,7426.0,"Turkish, English, German"
Fallet,SHOW,2017,TV-MA,28,"['drama', 'comedy', 'crime', 'european']",['SE'],1.0,tt6433844,6.8,1873.0,Swedish
The Hollow,SHOW,2018,TV-Y7,24,"['comedy', 'scifi', 'animation', 'drama', 'family']",['CA'],2.0,tt6193336,7.1,4198.0,English
The Mire,SHOW,2018,TV-MA,51,"['crime', 'drama', 'thriller']",['PL'],2.0,tt8855592,7.0,4312.0,Polish
GHOUL,SHOW,2018,TV-MA,46,"['scifi', 'drama', 'fantasy', 'horror']",['IN'],2.0,tt5909930,8.0,6.0,"Hindi, English"
Transformers: Rescue Bots Academy,SHOW,2018,TV-Y,12,"['scifi', 'animation', 'action', 'comedy', 'family']",[],2.0,tt9557874,6.0,100.0,N/A
Hero Mask,SHOW,2018,TV-14,24,"['scifi', 'animation', 'action', 'crime']",['JP'],2.0,tt9316078,6.1,657.0,Japanese
The Fix,SHOW,2018,TV-MA,29,['comedy'],['US'],1.0,tt5960546,7.0,1895.0,English
The Beauty Inside,SHOW,2018,TV-14,68,"['drama', 'fantasy', 'romance']",['KR'],1.0,tt8801708,7.6,1889.0,Korean
Fate/Apocrypha,SHOW,2017,TV-14,24,"['action', 'scifi', 'animation', 'drama', 'fantasy']",['JP'],1.0,tt6424454,6.6,2259.0,Japanese
The Casketeers,SHOW,2018,TV-14,22,"['reality', 'documentation']",['NZ'],5.0,tt8365054,7.5,450.0,"English, Maori"
The Guest,SHOW,2018,TV-MA,66,"['crime', 'thriller', 'drama', 'horror', 'comedy']",['KR'],1.0,tt8801670,8.1,1537.0,Korean
Rainbow Rangers,SHOW,2018,TV-Y,22,"['family', 'fantasy', 'animation']",['US'],2.0,tt7967882,5.8,187.0,English
The Mechanism,SHOW,2018,TV-MA,47,"['drama', 'thriller', 'crime']",['BR'],2.0,tt6873658,8.0,36077.0,Portuguese
Memories of the Alhambra,SHOW,2018,TV-MA,68,"['action', 'scifi', 'thriller', 'drama', 'romance']",['KR'],1.0,tt8236556,7.8,5363.0,"Korean, English, Spanish"
Barbie: Dreamhouse Adventures,SHOW,2018,TV-Y,22,"['comedy', 'family', 'animation']",['US'],5.0,tt7661472,6.7,525.0,English
Ad Vitam,SHOW,2018,TV-MA,52,"['scifi', 'crime', 'drama']",['FR'],1.0,tt8548830,6.4,1625.0,"French, Japanese, Italian, Portuguese, Russian"
Patriot Act with Hasan Minhaj,SHOW,2018,TV-MA,25,['comedy'],['US'],6.0,tt8080054,8.2,7222.0,English
Signs,SHOW,2018,TV-MA,46,"['thriller', 'crime', 'european']",['PL'],2.0,tt8917248,6.4,1608.0,Polish
B: The Beginning,SHOW,2018,TV-MA,25,"['scifi', 'action', 'drama', 'thriller', 'horror', 'animation', 'fantasy', 'crime']",['JP'],2.0,tt7944664,7.1,4803.0,Japanese
Sugar Rush,SHOW,2018,TV-PG,51,['reality'],['US'],3.0,tt8680560,7.0,1508.0,English
El Chapo,SHOW,2017,TV-MA,44,"['drama', 'action', 'history', 'crime']",['US'],3.0,tt6692188,7.8,17992.0,Spanish
Sacred Games,SHOW,2018,TV-MA,50,"['action', 'thriller', 'crime', 'drama']",['IN'],2.0,tt10810630,8.6,85088.0,N/A
The Worst Witch,SHOW,2017,TV-Y7,27,"['scifi', 'fantasy', 'family', 'european']",['GB'],4.0,tt5721172,7.2,2375.0,English
The Confession Tapes,SHOW,2017,TV-MA,43,"['documentation', 'crime']",['US'],2.0,tt7349602,7.5,5340.0,English
Thieves of the Wood,SHOW,2018,TV-MA,47,"['drama', 'history', 'action', 'thriller', 'comedy', 'documentation']",['BE'],1.0,tt5766086,6.8,2533.0,Dutch
Girl from Nowhere,SHOW,2018,TV-MA,44,"['drama', 'fantasy', 'horror', 'thriller', 'crime']",['TH'],2.0,tt8824648,7.6,3979.0,Thai
Afflicted,SHOW,2018,TV-MA,42,"['reality', 'documentation']",['BR'],1.0,tt8792570,5.1,1119.0,English
Dope,SHOW,2017,TV-MA,48,"['war', 'crime', 'documentation', 'thriller', 'comedy', 'drama']",['US'],3.0,tt7782022,7.3,1643.0,English
Paradise PD,SHOW,2018,TV-MA,27,"['comedy', 'crime', 'animation', 'action']",['US'],3.0,tt8235236,6.8,17779.0,English
Thus Spoke Kishibe Rohan,SHOW,2017,TV-MA,24,"['action', 'scifi', 'thriller', 'animation', 'drama', 'fantasy']",['JP'],1.0,tt13887556,7.6,1131.0,Japanese
Welcome to Waikiki,SHOW,2018,TV-MA,64,"['drama', 'comedy', 'reality']",['KR'],3.0,tt7890304,8.3,2038.0,Korean
The Inmate,SHOW,2018,TV-MA,53,"['crime', 'thriller', 'drama']",['MX'],1.0,tt8452308,6.9,2641.0,"English, Spanish"
The Innocents,SHOW,2018,TV-MA,46,"['drama', 'scifi', 'horror', 'romance', 'thriller']",['GB'],2.0,tt8021824,6.2,5784.0,English
Charité,SHOW,2017,TV-MA,49,"['drama', 'history', 'european']",['DE'],3.0,tt5337806,7.8,3274.0,German
Instant Hotel,SHOW,2018,TV-MA,49,['reality'],['AU'],2.0,tt9316032,7.3,1482.0,English
Myths & Monsters,SHOW,2017,TV-PG,43,"['documentation', 'fantasy', 'european']",['GB'],1.0,tt11279458,7.8,811.0,English
Erased,SHOW,2017,TV-14,28,"['drama', 'scifi', 'thriller', 'fantasy']",['JP'],1.0,tt7573686,7.8,3596.0,Japanese
The Hook Up Plan,SHOW,2018,TV-14,28,"['comedy', 'romance']",['FR'],3.0,tt9170638,7.2,5212.0,French
Kiss Me First,SHOW,2018,TV-MA,47,"['scifi', 'thriller', 'drama']",['GB'],1.0,tt5730690,6.2,3874.0,English
November 13: Attack on Paris,SHOW,2018,TV-MA,54,['documentation'],['FR'],1.0,tt8194716,8.3,3105.0,French
The Bride of Habaek,SHOW,2017,TV-14,67,"['drama', 'romance', 'comedy', 'fantasy']",['KR'],1.0,tt6385752,7.1,2501.0,Korean
The New Legends of Monkey,SHOW,2018,TV-PG,25,"['scifi', 'action', 'comedy', 'fantasy']",['NZ'],2.0,tt6807662,6.4,4308.0,English
Medal of Honor,SHOW,2018,TV-MA,55,"['documentation', 'war']",['US'],1.0,tt7440274,8.2,1687.0,English
True and the Rainbow Kingdom,SHOW,2017,TV-Y,21,"['comedy', 'family', 'fantasy', 'animation']",['CA'],4.0,tt5607658,7.1,439.0,English
Something in the Rain,SHOW,2018,TV-MA,70,"['drama', 'romance']",['KR'],1.0,tt8078816,8.2,5654.0,Korean
The Velvet Collection,SHOW,2017,TV-14,57,"['drama', 'comedy', 'romance', 'european']",['ES'],3.0,tt6762348,7.3,1376.0,Spanish
Serial Killer with Piers Morgan,SHOW,2017,TV-14,47,"['crime', 'documentation']",['GB'],2.0,tt7667038,3.8,1394.0,English
My Shy Boss,SHOW,2017,TV-MA,71,"['comedy', 'drama', 'romance']",['KR'],1.0,tt6257622,7.3,1537.0,Korean
Gormiti,SHOW,2018,TV-Y,11,"['comedy', 'action', 'animation', 'fantasy', 'thriller']","['ES', 'IT']",4.0,tt9077350,5.3,111.0,"English, Spanish, Italian"
Selection Day,SHOW,2018,TV-14,25,"['drama', 'comedy', 'sport']",['IN'],1.0,tt10656928,7.4,2176.0,English
The Protector,SHOW,2018,TV-MA,43,"['action', 'scifi', 'fantasy', 'drama']",['TR'],4.0,tt7668518,6.5,34396.0,Turkish
The Queen of Flow,SHOW,2018,TV-MA,45,"['drama', 'family', 'music']",['CO'],2.0,tt8560918,7.7,1202.0,Spanish
Cupcake & Dino - General Services,SHOW,2018,TV-Y7,16,"['animation', 'action', 'comedy', 'family']","['BR', 'CA']",2.0,tt8697554,7.5,663.0,"English, Portuguese"
Daniel Sloss: Live Shows,SHOW,2018,TV-MA,60,['comedy'],['US'],1.0,tt8858472,8.5,3387.0,English
Warrior,SHOW,2018,TV-MA,42,"['action', 'drama', 'crime']",['DK'],1.0,tt9249090,6.7,1966.0,N/A
Surviving Escobar - Alias JJ,SHOW,2017,TV-MA,42,"['crime', 'drama']",['CO'],1.0,tt6809396,7.7,985.0,N/A
Children of the Whales,SHOW,2017,TV-14,24,"['scifi', 'animation', 'drama', 'fantasy']",['JP'],1.0,tt7484994,7.1,1524.0,Japanese
Dogs of Berlin,SHOW,2018,TV-MA,60,"['drama', 'thriller', 'action', 'crime']",['DE'],1.0,tt6839788,7.5,12453.0,German
Free Rein,SHOW,2017,TV-G,28,"['comedy', 'drama', 'family', 'action', 'documentation']",['US'],3.0,tt6928052,7.0,2062.0,English
Luis Miguel: The Series,SHOW,2018,TV-14,56,"['drama', 'romance', 'history', 'music']",['MX'],3.0,tt8045690,8.0,4556.0,Spanish
Cyborg 009: Call of Justice,SHOW,2017,TV-14,24,"['action', 'scifi', 'animation']",['JP'],1.0,tt6921524,5.7,217.0,Japanese
Cocaine Coast,SHOW,2018,TV-MA,67,"['drama', 'thriller', 'crime']",['ES'],1.0,tt6970710,7.9,3696.0,"Spanish, Galician"
Bumping Mics with Jeff Ross & Dave Attell,SHOW,2018,TV-MA,34,['comedy'],['US'],1.0,tt9203078,7.7,1145.0,English
Ultraviolet,SHOW,2017,TV-MA,46,"['drama', 'crime', 'european']",['PL'],2.0,tt7514746,7.0,1573.0,Polish
Hot Girls Wanted: Turned On,SHOW,2017,TV-MA,47,['documentation'],['US'],1.0,tt6333104,6.6,2168.0,English
7 Days Out,SHOW,2018,TV-PG,50,['documentation'],['US'],1.0,tt9315990,6.8,531.0,English
Greenhouse Academy,SHOW,2017,TV-PG,23,['drama'],['US'],4.0,tt6076336,6.6,5967.0,English
Hi Score Girl,SHOW,2018,TV-PG,27,"['action', 'animation', 'comedy', 'romance']",['JP'],2.0,tt8963328,8.0,1952.0,Japanese
Final Fantasy XIV: Dad of Light,SHOW,2017,TV-PG,30,['drama'],['JP'],1.0,tt6497076,7.2,592.0,Japanese
Car Masters: Rust to Riches,SHOW,2018,TV-PG,39,['reality'],['US'],3.0,tt8893550,8.4,10024.0,English
Sparta,SHOW,2018,TV-MA,53,"['drama', 'thriller']",['RU'],1.0,tt6840106,6.6,443.0,Russian
Re: Mind,SHOW,2017,TV-MA,23,"['drama', 'thriller']",['JP'],1.0,tt7332652,4.9,1531.0,Japanese
Lego Jurassic World: The Secret Exhibit,SHOW,2018,TV-Y,22,"['scifi', 'animation', 'action', 'comedy', 'family']",['US'],1.0,tt9322614,6.2,244.0,English
Ingobernable,SHOW,2017,TV-MA,40,"['war', 'crime', 'drama', 'thriller']",['MX'],3.0,tt6495756,7.2,3052.0,Spanish
If I Hadn't Met You,SHOW,2018,TV-MA,52,"['scifi', 'romance', 'drama', 'fantasy']",['ES'],1.0,tt8517780,7.7,2283.0,Catalan
Creeped Out,SHOW,2017,TV-PG,25,"['scifi', 'family', 'fantasy', 'horror', 'thriller', 'drama']","['CA', 'GB']",2.0,tt7573024,6.5,1826.0,English
Girlboss,SHOW,2017,TV-MA,27,['comedy'],['US'],1.0,tt5706996,7.0,17525.0,English
Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,"['action', 'romance', 'thriller', 'scifi', 'family', 'comedy', 'drama', 'animation']",['US'],3.0,tt6714408,5.2,372.0,English
The Royal House of Windsor,SHOW,2017,TV-14,49,"['documentation', 'history', 'european']",['GB'],1.0,tt6596634,7.3,1541.0,English
Flint Town,SHOW,2018,TV-MA,45,"['crime', 'action', 'documentation']",['US'],1.0,tt8004578,7.9,3633.0,English
A.I.C.O. -Incarnation-,SHOW,2018,TV-14,24,"['scifi', 'animation', 'action']",['JP'],1.0,tt8116380,6.3,1189.0,Japanese
Eternal Love,SHOW,2017,TV-14,45,"['scifi', 'drama', 'fantasy', 'romance', 'family']",['CN'],1.0,tt6488862,8.4,2214.0,Chinese
Pop Team Epic,SHOW,2018,TV-MA,23,"['comedy', 'animation']",['JP'],2.0,tt7808370,6.9,815.0,"Japanese, French, English"
Sirius the Jaeger,SHOW,2018,TV-MA,23,"['scifi', 'action', 'history', 'horror', 'animation']",['JP'],1.0,tt8565136,6.7,1883.0,Japanese
Misty,SHOW,2018,TV-MA,71,"['crime', 'romance', 'thriller', 'drama']",['KR'],1.0,tt7890244,8.1,596.0,Korean
Standup and Away! with Brian Regan,SHOW,2018,TV-PG,25,['comedy'],['US'],1.0,tt9384194,5.7,390.0,English
A Love So Beautiful,SHOW,2017,TV-14,41,"['drama', 'comedy', 'romance']",['CN'],1.0,tt8434720,8.0,1386.0,Chinese
The A List,SHOW,2018,TV-PG,27,"['drama', 'crime', 'thriller']",['GB'],2.0,tt9185110,5.5,2787.0,English
The Big Family Cooking Showdown,SHOW,2017,TV-PG,59,"['reality', 'european']",['GB'],2.0,tt7518558,7.0,665.0,English
QB1: Beyond the Lights,SHOW,2017,TV-14,32,"['reality', 'documentation', 'sport']",['US'],3.0,tt5771332,7.7,895.0,English
Fugitiva,SHOW,2018,TV-MA,90,"['drama', 'crime', 'thriller', 'action']",['ES'],1.0,tt7158972,5.6,658.0,"Spanish, Spanish Sign "
Amazing Interiors,SHOW,2018,TV-PG,26,['documentation'],"['US', 'GB']",1.0,tt8747342,6.6,797.0,English
The Piano Forest,SHOW,2018,TV-PG,26,"['drama', 'comedy', 'animation']",['JP'],2.0,tt8043492,7.1,883.0,Japanese
Bobby Kennedy for President,SHOW,2018,TV-MA,61,"['documentation', 'drama']",['US'],1.0,tt8200004,8.1,1759.0,English
Chip and Potato,SHOW,2018,TV-Y,15,['animation'],['US'],3.0,tt9897038,6.4,155.0,English
Falsa identidad,SHOW,2018,TV-14,43,"['action', 'thriller', 'crime', 'drama']","['US', 'MX']",2.0,tt8598690,7.0,351.0,Spanish
Diablero,SHOW,2018,TV-MA,38,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'family']",['MX'],2.0,tt7414954,6.8,2521.0,Spanish
Super Drags,SHOW,2018,TV-MA,25,"['comedy', 'fantasy', 'animation']",['BR'],1.0,tt8912244,5.4,1685.0,Portuguese
Chosen,SHOW,2018,TV-14,70,['action'],['CN'],2.0,tt7317178,5.2,127.0,Mandarin
The Yard,SHOW,2018,TV-MA,108,"['drama', 'crime']",['TR'],3.0,tt7923832,7.2,1605.0,Turkish
Kakegurui,SHOW,2018,TV-MA,30,"['drama', 'thriller']",['JP'],2.0,tt7691766,6.8,966.0,Japanese
Last Hope,SHOW,2018,TV-14,24,"['scifi', 'animation', 'action']",['JP'],1.0,tt8893554,5.8,427.0,Japanese
The Platform,SHOW,2018,TV-14,45,['music'],['ES'],2.0,tt8254954,6.2,7.0,English
Busted!,SHOW,2018,TV-14,75,"['comedy', 'reality']",['KR'],3.0,tt8328460,7.6,898.0,Korean
3Below: Tales of Arcadia,SHOW,2018,TV-Y7,22,"['comedy', 'scifi', 'action', 'animation', 'family', 'fantasy']",['US'],2.0,tt7736544,7.7,5927.0,English
Familiar Wife,SHOW,2018,TV-MA,61,"['scifi', 'drama', 'fantasy', 'romance']",['KR'],1.0,tt15062636,7.6,937.0,Japanese
Ultimate Beastmaster,SHOW,2017,TV-PG,59,"['reality', 'action']",['US'],3.0,tt5706758,7.3,2359.0,N/A
The World's Most Extraordinary Homes,SHOW,2017,TV-G,54,"['documentation', 'european']",['GB'],2.0,tt7804132,7.6,3380.0,"English, German, French, Italian, Turkish"
My Secret Romance,SHOW,2017,TV-14,52,"['comedy', 'romance']",['KR'],1.0,tt6300100,7.2,3108.0,Korean
The Comedy Lineup,SHOW,2018,TV-MA,18,"['comedy', 'action']",[],2.0,tt8687584,5.9,457.0,English
FIGHTWORLD,SHOW,2018,TV-MA,42,['documentation'],['US'],1.0,tt9047526,7.6,806.0,N/A
First Team: Juventus,SHOW,2018,TV-G,36,"['scifi', 'sport', 'documentation', 'reality']",['IT'],2.0,tt7924812,7.3,2061.0,Italian
The Final Table,SHOW,2018,TV-PG,43,['reality'],['US'],1.0,tt5545584,7.6,3989.0,English
Switched,SHOW,2018,TV-MA,39,"['drama', 'scifi']",['JP'],1.0,tt8747882,7.1,1402.0,Japanese
Trump: An American Dream,SHOW,2017,TV-14,55,"['documentation', 'european']",['GB'],1.0,tt7596008,7.2,4003.0,English
Apaches,SHOW,2018,TV-MA,67,"['drama', 'crime', 'thriller', 'action', 'european']",['ES'],1.0,tt6818948,7.0,293.0,N/A
Marlon,SHOW,2017,TV-PG,21,['comedy'],['US'],2.0,tt5722376,7.0,4056.0,N/A
My Sassy Girl,SHOW,2017,TV-14,41,"['comedy', 'romance']",['KR'],1.0,tt6175760,6.9,561.0,Korean
Wild District,SHOW,2018,TV-MA,45,"['drama', 'thriller', 'action', 'crime']",['CO'],2.0,tt8105958,8.2,1898.0,Spanish
My ID is Gangnam Beauty,SHOW,2018,TV-MA,63,"['drama', 'comedy', 'romance']",['KR'],1.0,tt8585954,7.4,3774.0,Korean
Champions,SHOW,2018,TV-PG,21,['comedy'],['US'],1.0,tt6470396,6.1,3736.0,English
100 Days My Prince,SHOW,2018,TV-14,75,"['drama', 'thriller', 'comedy', 'history', 'romance', 'action']",['KR'],1.0,tt8199972,7.8,1938.0,Korean
Girls Incarcerated,SHOW,2018,TV-MA,45,"['reality', 'documentation']",['GB'],2.0,tt8092942,7.3,1073.0,English
Brainchild,SHOW,2018,TV-Y7,25,"['documentation', 'family']",['US'],1.0,tt9203042,8.1,415.0,N/A
Cleo & Cuquin,SHOW,2018,TV-Y,7,"['animation', 'family']","['ES', 'US']",2.0,tt7956374,8.0,98.0,"Spanish, English"
Back Street Girls: Goku Dolls,SHOW,2018,TV-MA,24,"['comedy', 'animation']",['JP'],1.0,tt8693818,6.6,815.0,Japanese
Edgar Rice Burroughs' Tarzan and Jane,SHOW,2017,TV-Y7,21,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family']",['US'],2.0,tt6216718,4.8,270.0,English
Age of Tanks,SHOW,2017,TV-PG,54,"['documentation', 'history']",['FR'],1.0,tt8107992,7.3,852.0,English
Robot Trains,SHOW,2017,TV-Y7,12,"['fantasy', 'scifi', 'animation', 'action', 'comedy']",['KR'],3.0,tt7216288,6.0,87.0,"English, Korean"
Becoming Champions,SHOW,2018,TV-G,45,"['documentation', 'sport']",['US'],1.0,tt8796068,6.7,389.0,English
Inside the Criminal Mind,SHOW,2018,TV-MA,48,"['crime', 'documentation']",['US'],1.0,tt6775794,5.4,986.0,English
Live Up To Your Name,SHOW,2017,TV-MA,69,"['drama', 'fantasy', 'romance']",['KR'],1.0,tt7094874,8.0,1224.0,Korean
Fastest Car,SHOW,2018,TV-MA,45,"['reality', 'documentation']",['US'],2.0,tt8295694,7.1,1324.0,English
13 Reasons Why: Beyond the Reasons,SHOW,2017,TV-MA,42,['documentation'],['US'],3.0,tt8615966,6.2,322.0,English
Stay Here,SHOW,2018,TV-PG,32,['reality'],['US'],1.0,tt8773338,7.4,1095.0,English
SWORDGAI The Animation,SHOW,2018,TV-MA,22,"['scifi', 'animation', 'action', 'fantasy', 'horror']",['JP'],2.0,tt7415066,5.8,907.0,Japanese
Beyond Stranger Things,SHOW,2017,TV-14,21,['documentation'],['US'],1.0,tt7570990,7.4,1883.0,English
44 Cats,SHOW,2018,TV-Y7,15,"['action', 'comedy', 'family', 'music', 'animation']",['IT'],5.0,tt9699148,6.1,283.0,"Italian, English"
Dragon Pilot: Hisone and Masotan,SHOW,2018,TV-14,24,"['scifi', 'drama', 'animation', 'fantasy']",['JP'],1.0,tt8528256,6.9,494.0,"Japanese, English"
Nailed It! Holiday!,SHOW,2018,TV-PG,36,['reality'],['US'],2.0,tt8760264,7.7,1086.0,English
ReBoot: The Guardian Code,SHOW,2018,TV-G,23,"['action', 'scifi', 'comedy', 'drama']",['CA'],2.0,tt6849940,3.8,1189.0,English
Neo Yokio,SHOW,2017,TV-MA,23,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",['US'],2.0,tt7343832,5.9,3359.0,English
Black,SHOW,2017,TV-MA,78,"['scifi', 'drama', 'action', 'thriller', 'horror', 'romance', 'crime', 'fantasy']",['KR'],2.0,tt6380900,8.0,3665.0,Hindi
Super Monsters,SHOW,2017,TV-Y,12,"['animation', 'comedy', 'family', 'horror']",['CA'],3.0,tt6214876,6.3,411.0,English
Shot in the Dark,SHOW,2017,TV-MA,35,"['reality', 'documentation', 'thriller']",['US'],1.0,tt10478382,8.0,1770.0,English
Time: The Kalief Browder Story,SHOW,2017,TV-MA,22,['documentation'],['US'],1.0,tt6133034,8.5,2641.0,English
Love and Fortune,SHOW,2018,TV-MA,69,"['drama', 'romance']",['JP'],1.0,tt8649316,7.3,547.0,Japanese
Drug Lords,SHOW,2018,TV-MA,45,['documentation'],['US'],2.0,tt7935522,6.8,1305.0,English
Follow This,SHOW,2018,TV-MA,18,['documentation'],['US'],3.0,tt8560884,4.9,710.0,English
Paprika,SHOW,2018,TV-Y,13,"['animation', 'family']",['US'],1.0,tt12740488,7.5,26.0,English
The Rise of Phoenixes,SHOW,2018,TV-14,45,"['drama', 'history', 'romance']",['CN'],1.0,tt7052634,8.4,1477.0,Mandarin
